0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,-3.975833327464251e-05,0.0,0.0,0.0,0.0,0.0,2.508972072713102e-05,0.0,-0.010537989784562777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023743937485735007,0.0,0.0,0.0,0.0,0.0,-3.821058119167255e-05,0.0,3.6688239278942104e-05,0.0,0.0,-0.630482604858385,4.001711728439849e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9130658810162145e-05,0.013118369511322052,3.688011877195934e-05,0.0,0.0,0.6155907307415093,3.7845750475158486e-05,0.0,0.0,0.0,0.0,0.0,0.010158436265260883,0.0,2.7277988469666033e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.012954441914749086,0.0,0.0,0.0,0.0,0.0,0.0,-3.797636915643118e-05,0.012174836368974323,0.0,0.0,0.0,2.3836559775607537e-05,0.0,-0.6289423517699518,0.0,0.9927538957131805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.7906929983401735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.661298466022944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01401304524065593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.891565283628556e-05,0.0,0.0,3.9016434282282066e-05,-0.634560090439274,0.0,0.0,3.2386917313723785e-05,-3.217959875917996e-05,0.010681626987923866,0.0,0.0,0.6250508528566807,-0.992094011918366,0.0,0.0,0.0,-8.287431689383858e-05,-4.0143435941797504e-05,-0.010758839528843695,0.010891795692075159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0748742858287298e-16,0.0,0.0,0.0,0.0,0.0,-7.543719680278735e-06,0.0,0.0,0.0,0.0,-3.3610352286294325e-05,4.0281984405259886e-05,-0.0128120880694666,0.0,0.0,0.0,-2.5283742885086954e-05,3.2002477884953495e-05,0.638609462581568,0.0,-0.013261522676838155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9932173163002427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2076953752417856e-05,0.0,0.0,0.6622647305330318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7616805046825682,0.0,-3.509828856269571e-05,0.0,0.0,0.0,2.2743269819884204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012279497025317256,0.0,-3.399210749717464e-05,0.0,-0.9927529333511917,0.9922252053660041,0.012741613850700679,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9921462465391216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.995139284124157e-05,0.0,-3.332148428461133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.013225095603343e-06,0.0,0.0,0.0,-0.009648939032512072,0.0,-1.8792660778072804e-05,0.0,-0.011079014298577371,2.7989877311896737e-05,0.0,0.0,0.0,0.0,-0.00047254708970017234,0.0,0.5666701284453202,0.0,0.0,-3.082805236639155e-05,3.3538372732201626e-05,0.0,0.0,-2.925868995067402e-05,0.0,0.0,0.0,0.0,-6.107463696438645e-05,0.01091324138063083,0.0,0.0,0.0,6.548208069767645e-05,0.5819243497377874,0.009711972354106733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757071575256295,0.0,-0.010540257768926533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568294209222944,-0.5794097948598286,0.976090967870348,0.0,0.0,1.935985380362956e-05,0.020892251890923502,-2.89113821561128e-05,-0.5786196208091375,0.0,0.010483093497626706,0.0,0.0,0.0,0.0,-0.00827410841718442,-1.9704428567599485e-06,0.00044059791964007366,-0.5564931632667531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010342007292970424,0.0,-2.893529989838725e-05,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
